"magnitude","accelaration","status","depth","water_depth","total_stress","effective_stress","test_value","CSR","type"
7.6,0.18,"Yes",14,1.7,261.3,140.6,18,0.18,"SPT"
7.6,0.18,"Yes",14.8,1.7,277.8,149.3,20,0.17,"SPT"
7.6,0.18,"Yes",17.2,1.7,328.2,176.2,18,0.15,"SPT"
7.6,0.18,"Yes",19.2,1.7,373.2,201.6,15,0.14,"SPT"
7.6,0.18,"Yes",1.2,2.3,20.5,20.5,13,0.12,"SPT"
7.6,0.18,"Yes",2.8,2.3,50.1,45.2,7,0.13,"SPT"
7.6,0.18,"Yes",4.2,2.3,76.9,58.3,9,0.15,"SPT"
7.6,0.18,"Yes",5.8,2.3,109.3,75,10,0.17,"SPT"
7.6,0.18,"Yes",7.2,2.3,134.5,86.5,9,0.17,"SPT"
7.6,0.18,"Yes",8.8,2.3,164.1,100.3,3,0.18,"SPT"
7.6,0.18,"Yes",10.2,2.3,190.2,112.7,8,0.18,"SPT"
7.6,0.18,"No",11.8,2.3,219.1,125.9,7,0.18,"SPT"
7.6,0.18,"No",13.2,2.3,247.5,140.6,11,0.17,"SPT"
7.6,0.18,"Yes",14.8,2.3,279.2,156.6,14,0.16,"SPT"
7.6,0.18,"Yes",16.2,2.3,308.4,172,30,0.15,"SPT"
7.6,0.18,"Yes",17.8,2.3,345.3,193.3,16,0.14,"SPT"
7.6,0.18,"Yes",19.2,2.3,375,209.2,13,0.14,"SPT"
7.6,0.18,"Yes",2.8,0.8,45.6,25.9,12,0.2,"SPT"
7.6,0.18,"Yes",4.2,0.8,70.3,37,7,0.22,"SPT"
7.6,0.18,"No",5.8,0.8,98.2,49.1,9,0.23,"SPT"
7.6,0.18,"Yes",7.2,0.8,125.5,62.7,6,0.23,"SPT"
7.6,0.18,"Yes",8.8,0.8,156.6,78.2,13,0.22,"SPT"
7.6,0.18,"Yes",10.2,0.8,182.1,89.9,14,0.22,"SPT"
7.6,0.18,"No",11.8,0.8,211.1,103.2,15,0.21,"SPT"
7.6,0.18,"Yes",14.8,0.8,271.2,133.8,12,0.18,"SPT"
7.6,0.18,"Yes",17.8,0.8,331.1,164.4,14,0.16,"SPT"
7.6,0.18,"Yes",19.2,0.8,358.7,178.2,13,0.15,"SPT"
7.6,0.18,"No",2.2,2,39.1,37.1,9,0.12,"SPT"
7.6,0.18,"No",4.2,2,80.9,59.3,4,0.16,"SPT"
7.6,0.18,"No",5.8,2,110.2,73,6,0.17,"SPT"
7.6,0.18,"No",7.2,2,137.5,86.4,14,0.18,"SPT"
7.6,0.18,"Yes",8.8,2,171,104.3,7,0.18,"SPT"
7.6,0.18,"Yes",10.2,2,197.1,116.6,15,0.18,"SPT"
7.6,0.18,"Yes",11.8,2,228.5,132.3,23,0.18,"SPT"
7.6,0.18,"Yes",13.2,2,257.4,147.6,25,0.17,"SPT"
7.6,0.18,"Yes",14.8,2,292.1,166.5,26,0.16,"SPT"
7.6,0.18,"Yes",16.2,2,323.4,184.1,17,0.15,"SPT"
7.6,0.18,"Yes",17.8,2,358.3,203.3,21,0.14,"SPT"
7.6,0.18,"Yes",19.2,2,388.9,220.2,10,0.13,"SPT"
7.6,0.18,"No",2.2,1.1,36.4,25.7,7,0.17,"SPT"
7.6,0.18,"No",3.8,1.1,66.5,40,10,0.19,"SPT"
7.6,0.18,"No",5.2,1.1,93.6,53.4,9,0.2,"SPT"
7.6,0.18,"No",6.8,1.1,124,68.1,10,0.21,"SPT"
7.6,0.18,"No",8.2,1.1,153.5,83.9,16,0.2,"SPT"
7.6,0.18,"Yes",9.8,1.1,186.9,101.6,13,0.2,"SPT"
7.6,0.18,"Yes",11.2,1.1,212.2,113.1,20,0.2,"SPT"
7.6,0.18,"Yes",12.8,1.1,244.1,129.3,25,0.19,"SPT"
7.6,0.18,"Yes",14.2,1.1,275.1,146.6,19,0.18,"SPT"
7.6,0.18,"Yes",15.8,1.1,308,163.8,24,0.16,"SPT"
7.6,0.18,"Yes",17.2,1.1,339.4,181.4,21,0.15,"SPT"
7.6,0.18,"Yes",18.8,1.1,374.6,201,16,0.14,"SPT"
7.6,0.18,"Yes",1.2,2.3,17.7,17.7,7,0.12,"SPT"
7.6,0.18,"No",2.8,2.3,43.5,38.6,6,0.13,"SPT"
7.6,0.18,"No",4.2,2.3,70.4,51.8,5,0.16,"SPT"
7.6,0.18,"No",6.8,2.3,118.2,74.1,6,0.18,"SPT"
7.6,0.18,"No",8.8,2.3,156.3,92.6,7,0.19,"SPT"
7.6,0.18,"Yes",10.1,2.3,180.5,103.9,18,0.19,"SPT"
7.6,0.18,"Yes",11.8,2.3,213.8,120.6,13,0.18,"SPT"
7.6,0.18,"Yes",13.2,2.3,241,134.1,11,0.18,"SPT"
7.6,0.18,"Yes",14.8,2.3,272.3,149.7,18,0.17,"SPT"
7.6,0.18,"Yes",16.2,2.3,300.7,164.3,11,0.16,"SPT"
7.6,0.18,"Yes",17.8,2.3,331.9,179.9,18,0.15,"SPT"
7.6,0.18,"Yes",19.2,2.3,361.1,195.3,43,0.14,"SPT"
7.6,0.18,"Yes",1.2,2.3,16.4,16.4,25,0.12,"SPT"
7.6,0.18,"Yes",2.8,2.3,40.1,35.1,5,0.13,"SPT"
7.6,0.18,"No",4.2,2.3,64.4,45.7,6,0.16,"SPT"
7.6,0.18,"Yes",5.8,2.3,96.1,61.8,7,0.18,"SPT"
7.6,0.18,"Yes",7.2,2.3,121.2,73.1,7,0.19,"SPT"
7.6,0.18,"Yes",8.8,2.3,150.1,86.4,7,0.19,"SPT"
7.6,0.18,"Yes",10.2,2.3,175.3,97.8,6,0.19,"SPT"
7.6,0.18,"No",11.8,2.3,203.1,110,8,0.19,"SPT"
7.6,0.18,"Yes",13.2,2.3,229.7,122.8,21,0.18,"SPT"
7.6,0.18,"Yes",14.8,2.3,262.4,139.8,19,0.17,"SPT"
7.6,0.18,"Yes",16.2,2.3,291.6,155.3,16,0.16,"SPT"
7.6,0.18,"Yes",17.2,2.3,313,166.8,8,0.15,"SPT"
7.6,0.18,"Yes",19.2,2.3,351.7,185.9,10,0.14,"SPT"
7.6,0.38,"No",2.8,0.99,50.9,33.2,13,0.38,"SPT"
7.6,0.38,"No",4.2,0.99,78.6,47.1,8,0.41,"SPT"
7.6,0.38,"No",5.4,0.99,101.8,58.5,13,0.42,"SPT"
7.6,0.38,"No",7.2,0.99,138,77.1,15,0.43,"SPT"
7.6,0.38,"No",9.2,0.99,179.3,98.7,15,0.42,"SPT"
7.6,0.38,"No",11.2,0.99,219.5,119.3,16,0.4,"SPT"
7.6,0.38,"Yes",12.2,0.99,239.3,129.3,18,0.39,"SPT"
7.6,0.38,"No",13.8,0.99,271.8,146.1,17,0.37,"SPT"
7.6,0.38,"Yes",15.2,0.99,299.5,160.1,21,0.35,"SPT"
7.6,0.38,"Yes",17.2,0.99,339.1,180,30,0.33,"SPT"
7.6,0.38,"Yes",1.2,0.7,39.7,34.8,30,0.28,"SPT"
7.6,0.38,"No",3.2,0.7,84.1,59.6,15,0.35,"SPT"
7.6,0.38,"No",6.2,0.7,150.4,96.4,20,0.37,"SPT"
7.6,0.38,"No",8.6,0.7,206.1,128.6,13,0.37,"SPT"
7.6,0.38,"No",10.2,0.7,237.1,143.9,18,0.37,"SPT"
7.6,0.38,"No",12.2,0.7,279.2,166.3,21,0.36,"SPT"
7.6,0.38,"Yes",13.2,0.7,299.8,177.2,33,0.35,"SPT"
7.6,0.38,"Yes",14.2,0.7,320.6,188.2,36,0.34,"SPT"
7.6,0.38,"Yes",14.8,0.7,333.6,195.3,62,0.33,"SPT"
7.6,0.38,"Yes",16.2,0.7,362.6,210.5,49,0.31,"SPT"
7.6,0.38,"Yes",1.2,5,24.8,24.8,41,0.25,"SPT"
7.6,0.38,"Yes",4.2,5,67.6,67.6,10,0.24,"SPT"
7.6,0.38,"No",5.8,5,96.8,89,9,0.26,"SPT"
7.6,0.38,"No",7.2,5,125.1,103.5,23,0.29,"SPT"
7.6,0.38,"No",8.8,5,161.1,123.8,14,0.3,"SPT"
7.6,0.38,"Yes",10.2,5,189.6,138.6,18,0.31,"SPT"
7.6,0.38,"Yes",11.8,5,221.9,155.2,13,0.31,"SPT"
7.6,0.38,"Yes",13.2,5,250.4,169.9,17,0.3,"SPT"
7.6,0.38,"Yes",14.8,5,282.2,186.1,18,0.29,"SPT"
7.6,0.38,"Yes",17.8,5,342.5,217,31,0.27,"SPT"
7.6,0.38,"Yes",19.2,5,371.3,232,38,0.26,"SPT"
7.6,0.38,"Yes",1.2,1.5,21.5,21.5,27,0.25,"SPT"
7.6,0.38,"No",3.8,1.5,74.1,51.5,15,0.35,"SPT"
7.6,0.38,"No",5.8,1.5,115.1,73,14,0.38,"SPT"
7.6,0.38,"No",7.2,1.5,144.2,88.3,22,0.39,"SPT"
7.6,0.38,"Yes",10.2,1.5,208,122.7,5,0.38,"SPT"
7.6,0.38,"Yes",10.8,1.5,220.2,129,4,0.38,"SPT"
7.6,0.38,"Yes",11.8,1.5,240.3,139.3,16,0.37,"SPT"
7.6,0.38,"Yes",13.2,1.5,267.4,152.7,14,0.36,"SPT"
7.6,0.38,"Yes",14.8,1.5,299.3,168.9,18,0.34,"SPT"
7.6,0.38,"Yes",16.2,1.5,326.4,182.2,18,0.32,"SPT"
7.6,0.38,"Yes",17.8,1.5,358.2,198.3,28,0.3,"SPT"
7.6,0.38,"Yes",18.8,1.5,378.9,209.2,63,0.29,"SPT"
7.6,0.38,"Yes",7.2,1.9,147.5,95.5,6,0.37,"SPT"
7.6,0.38,"Yes",8.8,1.9,179.4,111.7,63,0.37,"SPT"
7.6,0.38,"Yes",12,1.9,245.5,146.4,14,0.36,"SPT"
7.6,0.38,"Yes",13.2,1.9,269.7,158.9,42,0.35,"SPT"
7.6,0.38,"Yes",14.8,1.9,302.7,176.2,36,0.33,"SPT"
7.6,0.38,"Yes",16.2,1.9,332.1,191.8,30,0.31,"SPT"
7.6,0.38,"Yes",17.8,1.9,366,210.1,33,0.29,"SPT"
7.6,0.67,"No",1.8,1.14,29.7,23.2,4,0.56,"SPT"
7.6,0.67,"Yes",3.2,1.14,56.9,36.7,14,0.67,"SPT"
7.6,0.67,"No",4.2,1.14,76.7,46.7,8,0.71,"SPT"
7.6,0.67,"No",5.2,1.14,96.1,56.3,21,0.73,"SPT"
7.6,0.67,"No",6.2,1.14,114.1,64.5,16,0.75,"SPT"
7.6,0.67,"No",8.6,1.14,163.2,90,18,0.74,"SPT"
7.6,0.67,"Yes",11.2,1.14,216.7,118,23,0.71,"SPT"
7.6,0.67,"Yes",12.2,1.14,238.2,129.7,36,0.69,"SPT"
7.6,0.67,"No",13.2,1.14,259.7,141.4,28,0.67,"SPT"
7.6,0.67,"Yes",14.2,1.14,281.5,153.4,58,0.64,"SPT"
7.6,0.67,"Yes",2,0.75,37.7,25.4,10,0.65,"SPT"
7.6,0.67,"No",4.2,0.75,82.5,48.7,9,0.73,"SPT"
7.6,0.67,"No",7.2,0.75,144.6,81.3,11,0.74,"SPT"
7.6,0.67,"No",10.2,0.75,206.5,113.8,21,0.72,"SPT"
7.6,0.67,"No",12.2,0.75,248.3,135.9,24,0.69,"SPT"
7.6,0.67,"No",13.2,0.75,269.7,147.6,24,0.66,"SPT"
7.6,0.67,"No",14.2,0.75,291.4,159.4,19,0.64,"SPT"
7.6,0.67,"Yes",6.2,0.5,123.1,67.2,13,0.77,"SPT"
7.6,0.67,"No",8.8,0.5,176.8,95.4,15,0.76,"SPT"
7.6,0.67,"No",11.2,0.5,226.6,121.7,13,0.72,"SPT"
7.6,0.67,"No",13.2,0.5,270.2,145.6,20,0.67,"SPT"
7.6,0.67,"No",14.2,0.5,291.9,157.5,20,0.65,"SPT"
7.6,0.67,"No",15.2,0.5,313.2,169,15,0.62,"SPT"
7.6,0.67,"Yes",16.2,0.5,334.5,180.5,30,0.59,"SPT"
7.6,0.67,"Yes",17.2,0.5,356.3,192.4,28,0.56,"SPT"
7.6,0.67,"No",18.2,0.5,378,204.4,18,0.54,"SPT"
7.6,0.67,"Yes",19.2,0.5,400.1,216.6,32,0.52,"SPT"
7.6,0.67,"No",2.8,1.57,55.2,43.1,9,0.55,"SPT"
7.6,0.67,"No",3.8,1.57,75.8,54,18,0.6,"SPT"
7.6,0.67,"Yes",5.6,1.57,112.9,73.4,26,0.65,"SPT"
7.6,0.67,"No",8.2,1.57,169.1,104.1,19,0.67,"SPT"
7.6,0.67,"Yes",0.8,3.6,12.1,12.1,8,0.44,"SPT"
7.6,0.67,"Yes",1.8,3.6,28.9,28.9,8,0.44,"SPT"
7.6,0.67,"Yes",2.8,3.6,43.1,43.1,1,0.43,"SPT"
7.6,0.67,"No",3.8,3.6,58.9,56.9,4,0.45,"SPT"
7.6,0.67,"No",5.2,3.6,87.6,71.9,21,0.52,"SPT"
7.6,0.67,"No",6.2,3.6,109.2,83.7,14,0.55,"SPT"
7.6,0.67,"No",7.2,3.6,131.4,96,18,0.57,"SPT"
7.6,0.67,"No",8.2,3.6,153,107.9,22,0.59,"SPT"
7.6,0.67,"Yes",9.2,3.6,174.9,120,41,0.59,"SPT"
7.6,0.67,"No",10.2,3.6,197.3,132.5,22,0.59,"SPT"
7.6,0.67,"No",11.2,3.6,219.8,145.3,24,0.59,"SPT"
7.6,0.67,"No",12.2,3.6,242.2,157.8,21,0.58,"SPT"
7.6,0.67,"Yes",13.2,3.6,263.3,169.2,25,0.56,"SPT"
7.6,0.67,"Yes",14.2,3.6,284.6,180.6,22,0.55,"SPT"
7.6,0.67,"No",15.2,3.6,305.8,192,15,0.53,"SPT"
7.6,0.67,"Yes",0.8,1.03,13.1,13.1,14,0.44,"SPT"
7.6,0.67,"No",3.8,1.03,73.7,46.5,16,0.68,"SPT"
7.6,0.67,"No",6.8,1.03,136.7,80.1,23,0.72,"SPT"
7.6,0.67,"No",7.8,1.03,157.9,91.5,11,0.72,"SPT"
7.6,0.67,"No",9.8,1.03,198.9,112.8,15,0.71,"SPT"
7.6,0.67,"No",10.8,1.03,219.8,123.9,17,0.7,"SPT"
7.6,0.67,"No",15.8,1.03,323,178.1,25,0.59,"SPT"
7.6,0.67,"No",17.8,1.03,366.9,202.4,12,0.54,"SPT"
7.6,0.67,"Yes",18.8,1.03,387.9,213.5,26,0.52,"SPT"
7.6,0.67,"Yes",19.8,1.03,408.9,224.7,28,0.5,"SPT"
7.6,0.67,"Yes",1.2,3.2,19.3,19.3,11,0.44,"SPT"
7.6,0.67,"No",3.8,3.2,64.6,58.7,18,0.47,"SPT"
7.6,0.67,"No",5.8,3.2,108.7,83.2,16,0.55,"SPT"
7.6,0.67,"No",7.2,3.2,138.4,99.2,16,0.58,"SPT"
7.6,0.67,"Yes",8.8,3.2,171.8,116.9,15,0.6,"SPT"
7.6,0.67,"No",10.2,3.2,200.9,132.3,13,0.61,"SPT"
7.6,0.67,"Yes",11.8,3.2,234,149.6,27,0.6,"SPT"
7.6,0.67,"Yes",13.2,3.2,263.2,165.1,30,0.58,"SPT"
7.6,0.67,"Yes",14.8,3.2,296.9,183.1,35,0.55,"SPT"
7.6,0.67,"Yes",18.8,3.2,386.7,233.7,24,0.47,"SPT"
7.6,0.67,"No",1.2,0.5,21.7,14.8,3,0.64,"SPT"
7.6,0.67,"No",3.8,0.5,74,41.6,8,0.77,"SPT"
7.6,0.67,"Yes",5.8,0.5,115.4,63.4,9,0.77,"SPT"
7.6,0.67,"No",7.5,0.5,151.7,83,25,0.76,"SPT"
7.6,0.67,"No",8.8,0.5,179.1,97.7,21,0.75,"SPT"
7.6,0.67,"Yes",10.2,0.5,208.5,113.4,24,0.73,"SPT"
7.6,0.67,"Yes",11.8,0.5,242.3,131.4,27,0.7,"SPT"
7.6,0.67,"Yes",13.2,0.5,270.8,146.3,17,0.67,"SPT"
7.6,0.67,"Yes",14.8,0.5,304.7,164.4,38,0.63,"SPT"
7.6,0.67,"Yes",16.2,0.5,334.1,180.1,13,0.59,"SPT"
7.6,0.67,"Yes",17.8,0.5,367.5,197.7,13,0.55,"SPT"
7.6,0.67,"Yes",19.2,0.5,396.8,213.3,11,0.52,"SPT"
7.6,0.67,"Yes",1.2,1.4,20.4,20.4,27,0.44,"SPT"
7.6,0.67,"No",3.8,1.4,70.3,46.7,14,0.65,"SPT"
7.6,0.67,"No",5.8,1.4,109.3,66.2,16,0.7,"SPT"
7.6,0.67,"No",7.2,1.4,139.1,82.2,19,0.71,"SPT"
7.6,0.67,"Yes",8.8,1.4,173.1,100.5,28,0.71,"SPT"
7.6,0.67,"No",10.2,1.4,202.9,116.6,21,0.69,"SPT"
7.6,0.67,"Yes",11.8,1.4,236.6,134.6,26,0.67,"SPT"
7.6,0.67,"Yes",13.2,1.4,266.4,150.6,18,0.64,"SPT"
7.6,0.67,"Yes",14.8,1.4,299.3,167.8,23,0.61,"SPT"
7.6,0.67,"Yes",16.2,1.4,328.6,183.5,37,0.57,"SPT"
7.6,0.67,"Yes",17.8,1.4,362.9,202,16,0.53,"SPT"
7.6,0.67,"Yes",19.2,1.4,391.8,217.2,17,0.51,"SPT"
